what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302088516208
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088516261
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088524167
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088538955
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1302088539144
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1302088539252
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302088540529
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1302088542126
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302088548652
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302088558055
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088565196
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088581229
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302088583978
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302088602093
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088605676
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088605833
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088605898
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088607129
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088611183
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088611365
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088611411
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088613354
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302088614434
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088633090
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088633289
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088637969
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088638133
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088653121
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088712461
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088714597
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088907236
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088909203
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088911923
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1302088911981
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088956351
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088963495
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302088963537
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302088972931
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302089331095
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302089333015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302093878151
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302093879470
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302095756474
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1302095759186
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302095759271
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.exit",1302095759508
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1302095759596
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1302095759598
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.1.201102110609,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1302095759599
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.search",1302095759600
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1302095759602
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1302095759603
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201102110609,"org.eclipse.cdt.gdb.ui",1302095759604
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1302095759604
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1302095759605
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1302095759606
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.traditional",1302095759607
stopped,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1302095759607
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1302095759608
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1302095759608
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1302095759608
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1302095759609
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1302095759610
stopped,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1302095759610
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1302095759611
stopped,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1302095759623
stopped,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1302095759624
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1302095759625
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1302095759631
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1302095759632
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1302095759632
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1302095759633
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1302095759633
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1302095759634
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1302095759635
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1302095759636
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1302095759636
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1302095759637
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1302095759638
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1302095759639
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1302095759640
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1302095759640
stopped,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1302095759640
stopped,bundle,org.eclipse.cdt.debug.ui.memory.transport,2.1.0.201102110609,"org.eclipse.cdt.debug.ui.memory.transport",1302095759641
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1302095759642
stopped,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1302095759647
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1302095759648
stopped,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1302095759648
stopped,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1302095759648
stopped,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1302095759649
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1302095759649
stopped,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1302095759649
